image,caption,lengths,new_caption
3487419819_e3f89444ce.jpg,A dolphin above water,4,dolphin above water .
3487820317_3728e7569e.jpg,A man drinking orange juice while walking .,8,man drinking orange juice while walking .
3487979741_5f244c0c4b.jpg,A blurred picture on a bicyclist .,7,blurred picture on bicyclist .
3488087117_2719647989.jpg,The dog is running .,5,the dog is running .
3488512097_e500cb499f.jpg,A man riding a dirt bike,6,man riding dirt bike .
3488837187_0c7264a16c.jpg,A small child holds a stuffed soccer ball .,9,small child holds stuffed soccer ball .
3489774350_a94e6c7bfc.jpg,A child eating food and smiling at the camera .,10,child eating food and smiling at the camera .
3490044563_8eb551ef59.jpg,A young woman wearing a mask .,7,young woman wearing mask .
3490186050_4cb4193d4d.jpg,A young boy is playing soccer .,7,young boy is playing soccer .
3490517179_76dbd690de.jpg,Boys play ball in the dirt .,7,boys play ball in the dirt .
3490528249_6aae9b867b.jpg,Two rocket dragsters racing at a dragsters .,8,two rocket dragsters racing at dragsters .
3490597800_8f94f7d353.jpg,Two dogs play on the shore .,7,two dogs play on the shore .
3490736665_38710f4b91.jpg,A dog jumps for several tennis balls thrown at him .,11,dog jumps for several tennis balls thrown at him .
3490867290_13bcd3a7f0.jpg,two East Asian women sitting outdoors behind a cow-like animal,10,two east asian women sitting outdoors behind cow-like animal .
3490874218_babb404b39.jpg,a bmx rider wearing green jumps over a dirt hole .,11,bmx rider wearing green jumps over dirt hole .
3491013009_572cf2c18a.jpg,A girl with black and orange patches on her cheeks .,11,girl with black and orange patches on her cheeks .
3491607076_922ec561d9.jpg,a racer holds up his trophy .,7,racer holds up his trophy .
3492180255_0bd48a18f8.jpg,Men are dressed in soccer uniforms .,7,men are dressed in soccer uniforms .
3492383096_5bbc08f0da.jpg,Three dogs play by a lake .,7,three dogs play by lake .
3492734013_e6b177ed99.jpg,A crowd scene with pigeons in a plaza .,9,crowd scene with pigeons in plaza .
3493000349_81c540e828.jpg,Five Asian girls playing in a fountain .,8,five asian girls playing in fountain .
3493255026_5fdaa52cbe.jpg,A dog playing with a toy .,7,dog playing with toy .
3493479159_609ebe1b35.jpg,A motorcyclist dressed in red .,6,motorcyclist dressed in red .
3493844822_c315a11275.jpg,A guy surfing .,4,guy surfing .
3494105596_f05cb0d56f.jpg,Man in t-shirt and red shorts kicking soccer ball .,10,man in t-shirt and red shorts kicking soccer ball .
3494345896_dd6b32cfa3.jpg,Two dogs and a ball .,6,two dogs and ball .
3494394662_3edfd4a34c.jpg,A man poses outdoors .,5,man poses outdoors .
3494723363_eaa6bc563b.jpg,The surfer rides a wave .,6,the surfer rides wave .
3495349745_1b29a63571.jpg,A man helping a boy ride a bike .,9,man helping boy ride bike .
3495453699_1c9faedf3c.jpg,The man is posing in front of a small child near a light post .,15,the man is posing in front of small child near light post .
3495490064_8db40a83af.jpg,A man just caught a fish and it is fiesty !,11,man just caught fish and it is fiesty .
3496028495_431cfdc042.jpg,The brown dog is swimming .,6,the brown dog is swimming .
3496983524_b21ecdb0c7.jpg,A boy reads a book .,6,boy reads book .
3497069793_2d4baf5b4b.jpg,A girl bounces .,4,girl bounces .
3497106366_d1a256e723.jpg,A man surfing with a mountain in the background .,10,man surfing with mountain in the background .
3497224764_6e17544e0d.jpg,The lady is taking notes .,6,the lady is taking notes .
3497234632_6ec740fc1e.jpg,A group of men play basketball .,7,group of men play basketball .
3497236690_a48bf7ac42.jpg,A person obscured in shadow in a gymnasium .,9,person obscured in shadow in gymnasium .
3497237366_366997495d.jpg,Five people in a gym .,6,five people in gym .
3497238310_2abde3965d.jpg,some young men playing basketball,5,some young men playing basketball .
3497255828_f27e009aac.jpg,A girl in pink and purple is climbing a ladder .,11,girl in pink and purple is climbing ladder .
3497485793_e36c1d2779.jpg,Two girls doing a presentation,5,two girls doing presentation .
3497502407_ec566442c9.jpg,A woman on a tree canopy walk,7,woman on tree canopy walk .
3498240367_cbd8c6efbf.jpg,Two children putting heads through novelty photo board .,9,two children putting heads through novelty photo board .
3498327617_d2e3db3ee3.jpg,Dog carries stick in mouth while in water .,9,dog carries stick in mouth while in water .
3498354674_b636c7992f.jpg,A skateboarder slides down a handrail .,7,skateboarder slides down handrail .
3498417123_3eae6bbde6.jpg,A group of men play rugby .,7,group of men play rugby .
3498423815_5b8fc097f4.jpg,Boy riding bike while older boy runs alongside .,9,boy riding bike while older boy runs alongside .
3498482871_4e02f31c35.jpg,Two oxen pulling a man through the muddy water .,10,two oxen pulling man through the muddy water .
349889354_4b2889a9bd.jpg,A surfer rides a wave as it crashes on the beach .,12,surfer rides wave as it crashes on the beach .
3498997518_c2b16f0a0e.jpg,A football player is being tackled by the rival team .,11,football player is being tackled by the rival team .
3499720588_c32590108e.jpg,a man walking the streets while playing the guitar .,10,man walking the streets while playing the guitar .
3500115252_9404c066a8.jpg,A dog plays with a stuffed animal .,8,dog plays with stuffed animal .
3500136982_bf7a85531e.jpg,A line of rollerbladers crouch down aerodynamically,7,line of rollerbladers crouch down aerodynamically .
3500139659_b2a60b0141.jpg,Two motorcycles race on a track .,7,two motorcycles race on track .
3500342526_393c739e2f.jpg,A black dog is playing inside the fence .,9,black dog is playing inside the fence .
3500399969_f54ce5848f.jpg,Seven people jumping into water .,6,seven people jumping into water .
3500505549_d848209837.jpg,A skateboarder on a city street .,7,skateboarder on city street .
3500829879_a643818d84.jpg,An overhead view of a racing motorcycle .,8,an overhead view of racing motorcycle .
3501083764_cf592292a6.jpg,A family in the desert .,6,family in the desert .
3501206996_477be0f318.jpg,A child kicks a soccer ball .,7,child kicks soccer ball .
3501313414_ae865b6fdf.jpg,a dog jumps over the fence .,7,dog jumps over the fence .
3501386648_e11e3f3152.jpg,A group of people pointing and looking at something off-camera .,11,group of people pointing and looking at something off-camera .
350176185_b8c5591e36.jpg,A dog is jumping down the stairs .,8,dog is jumping down the stairs .
3501781809_88429e3b83.jpg,A man on a bike in the air .,9,man on bike in the air .
3501936223_6122a13d27.jpg,A skier skiing down a large mountain,7,skier skiing down large mountain .
3502343542_f9b46688e5.jpg,People mountain climbing .,4,people mountain climbing .
3502459991_fdec2da131.jpg,Someone fires a gun at a indoor shooting range .,10,someone fires gun at indoor shooting range .
3502563726_30d1ce29c8.jpg,Two dogs groom each other .,6,two dogs groom each other .
3502897880_8392d0e4de.jpg,Three skateboarders are in a park .,7,three skateboarders are in park .
3502993968_4ee36afb0e.jpg,A cyclist in a helmet and yellow jersey .,9,cyclist in helmet and yellow jersey .
3503011427_a4ee547c77.jpg,A man walks on a fancy sidewalk next to an abandoned bar .,13,man walks on fancy sidewalk next to an abandoned bar .
3503471307_464a8f588c.jpg,A boy is in the air on his bike .,10,boy is in the air on his bike .
3503544012_1771be9d3a.jpg,A referee is intervening in a hockey game .,9,referee is intervening in hockey game .
3503623999_bbd5dcfb18.jpg,A woman wearing a hat and red scarf stands among others wearing similar clothes .,15,woman wearing hat and red scarf stands among others wearing similar clothes .
3503624011_733d745d5a.jpg,A woman with a painted face smiling .,8,woman with painted face smiling .
3503689049_63212220be.jpg,a young man wearing dark sunglasses smiling,7,young man wearing dark sunglasses smiling .
3504158556_1d410c8ff7.jpg,Some young boys hang out around their car .,9,some young boys hang out around their car .
3504275465_604ce2ef34.jpg,A white dog runs into a lake .,8,white dog runs into lake .
350443876_c9769f5734.jpg,A little girl is climbing a ladder .,8,little girl is climbing ladder .
3504479370_ff2d89a043.jpg,Police gather .,3,police gather .
3504881781_6a842e043b.jpg,several men loading a metal cannon,6,several men loading metal cannon .
3504940491_94c43792ed.jpg,Smiling little girl on a carnival ride .,8,smiling little girl on carnival ride .
350529848_9569a3bcbc.jpg,Dog chases ball in water .,6,dog chases ball in water .
3505657604_8899161734.jpg,Two girls stand in a shower stall .,8,two girls stand in shower stall .
350588129_6aef7b7fe2.jpg,Black dog jumps in pool .,6,black dog jumps in pool .
3506096155_13632955e8.jpg,A dirt bike racer jumps over a slope .,9,dirt bike racer jumps over slope .
3506216254_04d119cac7.jpg,A guy wearing sunglasses is smoking .,7,guy wearing sunglasses is smoking .
3506468593_7e41a6d9f1.jpg,A girl swings on a vine over water .,9,girl swings on vine over water .
3506560025_8d0f4f9ac4.jpg,A woman holding a camera .,6,woman holding camera .
3506607642_40037b3fbf.jpg,two players run for the soccer ball .,8,two players run for the soccer ball .
3506869953_802f463178.jpg,A person in the snow jumping over a tire .,10,person in the snow jumping over tire .
3507076266_8b17993fbb.jpg,Man in brown jacket leading black horse,7,man in brown jacket leading black horse .
3507670136_2e5f94accf.jpg,A man in yellow performs a bike trick .,9,man in yellow performs bike trick .
3508051251_82422717b3.jpg,One old homeless guy walks by the park .,9,one old homeless guy walks by the park .
3508522093_51f6d77f45.jpg,A boy belly-surfing a skateboard into a pile of autumn leaves .,12,boy belly-surfing skateboard into pile of autumn leaves .
3508637029_89f3bdd3a2.jpg,women playing softball in uniforms .,6,women playing softball in uniforms .
3508882611_3947c0dbf5.jpg,Trainer runs her dog through training course with green pipe,10,trainer runs her dog through training course with green pipe .
3509575615_653cbf01fc.jpg,People supporting a cause .,5,people supporting cause .
3509611207_7645b1d28d.jpg,Three girls with head wraps carrying objects while standing on unpaved surface .,13,three girls with head wraps carrying objects while standing on unpaved surface .
3510218982_318f738b76.jpg,A man practices boxing,4,man practices boxing .
3510219078_670b6b3157.jpg,Two dogs play in the park .,7,two dogs play in the park .
3510695264_ef460fa6cc.jpg,People in hard hats take pictures of something .,9,people in hard hats take pictures of something .
3511062827_cd87871c67.jpg,A dog bites purple fabric .,6,dog bites purple fabric .
3511890331_6163612bb9.jpg,A jockey racing a horse down a dirt track .,10,jockey racing horse down dirt track .
3512033659_7e8a0c2ffa.jpg,A crowd of Hindu women in headwraps .,8,crowd of hindu women in headwraps .
3512033861_a357bb58b6.jpg,A crowd of foreigners stand .,6,crowd of foreigners stand .
3512127856_18a4c7aace.jpg,a young girl standing alone in a hallway .,9,young girl standing alone in hallway .
3512791890_eb065b460a.jpg,A woman and a young girl are happily sitting together .,11,woman and young girl are happily sitting together .
3513265399_a32e8cfd18.jpg,A woman slides into home while the catcher tries to block .,12,woman slides into home while the catcher tries to block .
3513362553_5fc5779e20.jpg,A baseball player punting .,5,baseball player punting .
3514019869_7de4ece2a5.jpg,A dog jumps over an obstacle .,7,dog jumps over an obstacle .
3514179514_cbc3371b92.jpg,Two children are playing baseball,5,two children are playing baseball .
3514184232_b336414040.jpg,a girl catches a baseball .,6,girl catches baseball .
3514188115_f51932ae5d.jpg,a boy and girl hold hands walking down a railroad track,11,boy and girl hold hands walking down railroad track .
3514194772_43ba471982.jpg,A brown dog in running on grass .,8,brown dog in running on grass .
3514278386_de2343577e.jpg,Two girls participate in a softball game .,8,two girls participate in softball game .
3514297698_0512623955.jpg,A dog jumping for a tennis ball near an ocean,10,dog jumping for tennis ball near an ocean .
3515358125_9e1d796244.jpg,A brown dog is chasing a ball on the grass,10,brown dog is chasing ball on the grass .
3515451715_ac5ac04efa.jpg,A woman pushing two children on swings .,8,woman pushing two children on swings .
3515665835_22e6fb1193.jpg,A dirt bike rider jumps in the air .,9,dirt bike rider jumps in the air .
3515904775_f8acc5909e.jpg,A dog fetching an orange ball in the water .,10,dog fetching an orange ball in the water .
3516267455_ca17cc1323.jpg,A dog in a lake .,6,dog in lake .
3516285214_59823b341e.jpg,The large wave is crashing down over a surfer .,10,the large wave is crashing down over surfer .
3516299821_8f0375d221.jpg,A baseball player hitting the ball,6,baseball player hitting the ball .
3516312179_f520469038.jpg,A girl swings a bat during a softball game .,10,girl swings bat during softball game .
3516521516_9950340b96.jpg,Two men playing rugby collide .,6,two men playing rugby collide .
3516653997_98ec551a67.jpg,Well dressed man surrounded by women in dresses .,9,well dressed man surrounded by women in dresses .
3516825206_5750824874.jpg,The two people are lying in gray rocks .,9,the two people are lying in gray rocks .
3516935867_78cf63c69c.jpg,A person jumping a horse over a fence .,9,person jumping horse over fence .
3516960094_87fb4889de.jpg,a female athlete is jumping into the sand .,9,female athlete is jumping into the sand .
3517023411_a8fbd15230.jpg,a biker rides down the street .,7,biker rides down the street .
3517040752_debec03376.jpg,Two girls are playing softball .,6,two girls are playing softball .
3517056462_483ee5a914.jpg,Softball pitcher pitching,3,softball pitcher pitching .
3517124784_4b4eb62a7a.jpg,A female wearing a baseball uniform swinging a bat .,10,female wearing baseball uniform swinging bat .
3517127930_5dbddb45f6.jpg,batter hits a baseball,4,batter hits baseball .
3517362674_0f5296de19.jpg,A girl is blowing bubbles heavily .,7,girl is blowing bubbles heavily .
3517466790_17c7753a1a.jpg,Crowd of people at a formal event .,8,crowd of people at formal event .
3518118675_5053b3f738.jpg,A man walking down stairs .,6,man walking down stairs .
3518126579_e70e0cbb2b.jpg,A guy riding something down steps .,7,guy riding something down steps .
3518334317_bc40bae18d.jpg,Men walking in a middle eastern market .,8,men walking in middle eastern market .
3518443604_6da641f07d.jpg,Two people hiding their faces in a doorway .,9,two people hiding their faces in doorway .
3518608016_46453d8b18.jpg,A woman is petting a dog outside .,8,woman is petting dog outside .
3518675890_2f65e23ff9.jpg,Orange dog runs across grass .,6,orange dog runs across grass .
3518687038_964c523958.jpg,A cricket bowler winds up .,6,cricket bowler winds up .
3518755601_cebf11e515.jpg,Three ladies play in the sand .,7,three ladies play in the sand .
351876121_c7c0221928.jpg,A dog and cat laying down together .,8,dog and cat laying down together .
3519155763_045a6a55e2.jpg,dog with open mouth and a toy close by in the air,12,dog with open mouth and toy close by in the air .
3519815055_304dc8e8d6.jpg,A child jumps off a slide .,7,child jumps off slide .
3519942322_b37d088aae.jpg,A dog chases a dog toy on the grass .,10,dog chases dog toy on the grass .
3520079657_b828d96d50.jpg,A group of people jump in the sand at the beach .,12,group of people jump in the sand at the beach .
3520199925_ca18d0f41e.jpg,The woman is holding a violin .,7,the woman is holding violin .
3520321387_710ab74cda.jpg,A woman and child laugh .,6,woman and child laugh .
3520617304_e53d37f0af.jpg,One Marine flips another one down .,7,one marine flips another one down .
3520869880_2e8b7d7842.jpg,A young girl in a red dress in midair,9,young girl in red dress in midair .
3520922312_e58a6cfd9c.jpg,A couple walking down the street .,7,couple walking down the street .
3520936130_9e90872560.jpg,two people sit on a park bench .,8,two people sit on park bench .
3521201948_9049197f20.jpg,Muzzled greyhound dogs running in a pack .,8,muzzled greyhound dogs running in pack .
3521374954_37371b49a4.jpg,Two young children are playing with a drum .,9,two young children are playing with drum .
3522000960_47415c3890.jpg,A surfer catches a gnarly wave .,7,surfer catches gnarly wave .
3522025527_c10e6ebd26.jpg,A plane flying sideways .,5,plane flying sideways .
3522076584_7c603d2ac5.jpg,a biker performs a trick in the air .,9,biker performs trick in the air .
3522349685_f046f0e250.jpg,A child petting a dog .,6,child petting dog .
3522749949_fb615cee47.jpg,David Beckham player playing soccer on a field,8,david beckham player playing soccer on field .
3522989916_f20319cc59.jpg,Two dogs playing on grass .,6,two dogs playing on grass .
3523471597_87e0bf3b21.jpg,Tourists examine a sign .,5,tourists examine sign .
3523474077_16e14bc54c.jpg,a man wearing blue holds a camera .,8,man wearing blue holds camera .
3523559027_a65619a34b.jpg,Many people in formation on a field .,8,many people in formation on field .
3523819210_99782628fc.jpg,A man sits behind two cardboard canvasses .,8,man sits behind two cardboard canvasses .
352382023_7605223d1c.jpg,Dog retrieving stick in water,5,dog retrieving stick in water .
3523874798_9ba2fa46e3.jpg,The boy does a skateboard trick .,7,the boy does skateboard trick .
3523920786_0eb63993fd.jpg,A dog runs down a dirt road .,8,dog runs down dirt road .
3523950181_414978964e.jpg,Men play hockey .,4,men play hockey .
3523972229_d44e9ff6d7.jpg,A skateboarder flies through the air .,7,skateboarder flies through the air .
3524436870_7670df68e8.jpg,A brown dog playing with bubbles .,7,brown dog playing with bubbles .
3524519277_bd0c3e7382.jpg,Two uniformed law enforcment officers speaking to another male .,10,two uniformed law enforcment officers speaking to another male .
3524612244_64f00afec5.jpg,a woman pours wine and watches tv .,8,woman pours wine and watches tv .
3524914023_4e96edb09f.jpg,A boy plays baseball .,5,boy plays baseball .
3524975665_7bec41578b.jpg,A young woman waits under a sculpture in a park .,11,young woman waits under sculpture in park .
3525403875_7f95e0cbfe.jpg,two dogs playing with a ball .,7,two dogs playing with ball .
3525417522_7beb617f8b.jpg,A daschund leaps through short grass .,7,daschund leaps through short grass .
3525453732_f74a38f111.jpg,An owl is in flight .,6,an owl is in flight .
3525841965_7814484515.jpg,Two young girls are smiling at the camera .,9,two young girls are smiling at the camera .
3526018344_450c517a72.jpg,a group of dogs playing,5,group of dogs playing .
3526150930_580908dab6.jpg,A woman and girl pose together in a garden .,10,woman and girl pose together in garden .
3526431764_056d2c61dc.jpg,Three people are outdoors taking pictures .,7,three people are outdoors taking pictures .
3526805681_38461c0d5d.jpg,A man holding a sign with a dog on a leash .,12,man holding sign with dog on leash .
3526897578_3cf77da99b.jpg,A black dog runs with a red bucket .,9,black dog runs with red bucket .
3527184455_1a9c074ff2.jpg,Two adults and two children pose on a park bench .,11,two adults and two children pose on park bench .
3527261343_efa07ea596.jpg,person riding a bike doing a while,7,person riding bike doing while .
3527524436_a54aca78a9.jpg,A waterskier moves through the water .,7,waterskier moves through the water .
3527590601_38d56abc29.jpg,A person jumping over a hill on a bicycle .,10,person jumping over hill on bicycle .
3527682660_c5e9fa644a.jpg,Four people gathered around a table,6,four people gathered around table .
3527715826_ea5b4e8de4.jpg,A girl in pink flip flops and pants playing tennis .,11,girl in pink flip flops and pants playing tennis .
3527926597_45af299eee.jpg,A young boy skateboarding,4,young boy skateboarding .
3528105511_12ff45dc9c.jpg,A person riding a dirt bike .,7,person riding dirt bike .
3528251308_481a28283a.jpg,A skateboarder doing moves on a bench .,8,skateboarder doing moves on bench .
3528902357_be2357a906.jpg,A boy attempting a jump on his bike .,9,boy attempting jump on his bike .
3528966521_2e871ff6a1.jpg,People running down a two lane road .,8,people running down two lane road .
3529211822_1dabdb3a9c.jpg,A big dog drinks as a little dog gets down off a deck .,14,big dog drinks as little dog gets down off deck .
3529314899_b4e533bb76.jpg,People playing hockey on ice .,6,people playing hockey on ice .
3529721084_4b405baf54.jpg,Two men pose with their motorcycles .,7,two men pose with their motorcycles .
352981175_16ff5c07e4.jpg,One climber helps another in the snow .,8,one climber helps another in the snow .
3530087422_7eb2b2c289.jpg,person skateboarding on street wearing equipment,6,person skateboarding on street wearing equipment .
3530342993_a4a1f0e516.jpg,A bike jumps through the air .,7,bike jumps through the air .
3530502404_f8c3a3f61c.jpg,Man in black leather on a motorcycle .,8,man in black leather on motorcycle .
3530504007_3272c57e21.jpg,Three men converse in a crowd .,7,three men converse in crowd .
3530687486_6e6be53602.jpg,A woman blowing on a dandelion .,7,woman blowing on dandelion .
3530843182_35af2c821c.jpg,A girl and boy with sunglasses and a red car behind them .,13,girl and boy with sunglasses and red car behind them .
353180303_6a24179c50.jpg,Costumed woman applying lipstick .,5,costumed woman applying lipstick .
3531811969_49af4c22f0.jpg,A bike rider performs a trick .,7,bike rider performs trick .
3532028205_9ddd7599f8.jpg,A hockey player gets into position .,7,hockey player gets into position .
3532098999_4e07a0a17e.jpg,A little dog chases a Chihuahua .,7,little dog chases chihuahua .
3532192208_64b069d05d.jpg,Man with grey shirt with a white name badge .,10,man with grey shirt with white name badge .
3532194771_07faf20d76.jpg,A surfer walking into the ocean,6,surfer walking into the ocean .
3532200762_b28c39d311.jpg,A girl running along the beach .,7,girl running along the beach .
3532205154_5674b628ea.jpg,There is a man looking a girls necklace .,9,there is man looking girls necklace .
3532412342_e0a004b404.jpg,Child crouches in tire .,5,child crouches in tire .
3532539748_795d16ef07.jpg,Smiling man and boy standing in a yard .,9,smiling man and boy standing in yard .
3532587748_7e64bb223a.jpg,A small boy does a handstand on one hand .,10,small boy does handstand on one hand .
3532593368_be10432e92.jpg,people raise their hands .,5,people raise their hands .
3532761259_14026c1e96.jpg,Two women smile cheerfully at the viewer .,8,two women smile cheerfully at the viewer .
3532782283_341f0381a3.jpg,Three people are facing the mountains .,7,three people are facing the mountains .
3533145793_5d69f72e41.jpg,Several young girls on colorful mats stretching upwards .,9,several young girls on colorful mats stretching upwards .
3533394378_1513ec90db.jpg,Two people in a slingshot ride .,7,two people in slingshot ride .
3533451027_b078e4631b.jpg,A man running with a ball .,7,man running with ball .
3533470072_87a5b595ba.jpg,Two girls waving two fingers .,6,two girls waving two fingers .
3533484468_0787830d49.jpg,A young couple in a busy city,7,young couple in busy city .
3533660418_f3a73a257c.jpg,Three Arabian men sitting under an awning .,8,three arabian men sitting under an awning .
3533775651_9d7e93dacf.jpg,a woman gets out of a red car .,9,woman gets out of red car .
3533922605_a2b1e276f6.jpg,Two girls are sitting on a wooden floor in front of a large window .,15,two girls are sitting on wooden floor in front of large window .
3534046564_4f8546e364.jpg,Two dogs face off in the park .,8,two dogs face off in the park .
3534183988_3763593dfb.jpg,Two men holding cups and one lady holding a cigarette .,11,two men holding cups and one lady holding cigarette .
3534512991_f9fd66f165.jpg,A man and a woman in front of the yellow flowers .,12,man and woman in front of the yellow flowers .
3534548254_7bee952a0e.jpg,A girl with a bowing throwing a wet sponge .,10,girl with bowing throwing wet sponge .
3534668485_6887629ff0.jpg,Two women are talking each on a cellphone while walking,10,two women are talking each on cellphone while walking .
3534824784_7133119316.jpg,A woman and a child sit together and smile .,10,woman and child sit together and smile .
3534952095_975cca0056.jpg,A lady riding a mini motorcycle,6,lady riding mini motorcycle .
3535056297_e16f014cb7.jpg,A bunch of people mainly men watching something .,9,bunch of people mainly men watching something .
3535084928_858544f49a.jpg,A brown dogs licks its black nose .,8,brown dogs licks its black nose .
3535284878_f90f10236e.jpg,A white dog running on the beach .,8,white dog running on the beach .
3535304540_0247e8cf8c.jpg,A red airplane is leaving white smoke behind it .,10,red airplane is leaving white smoke behind it .
3535372414_4c51c86fc4.jpg,Old lady and little girl stand in front of purple flowers .,12,old lady and little girl stand in front of purple flowers .
3535664885_c848c0faee.jpg,Hockey goaltender diving,3,hockey goaltender diving .
3535768334_a3924bcccd.jpg,Young man does stunt on bicycle near beach .,9,young man does stunt on bicycle near beach .
3535879138_9281dc83d5.jpg,many people walk in the street .,7,many people walk in the street .
3536561454_e75993d903.jpg,A man skateboards around an orange cone .,8,man skateboards around an orange cone .
3537201804_ce07aff237.jpg,A child spins on a merry-go-round .,7,child spins on merry-go-round .
3537218226_478d2e4f26.jpg,Two people are rock climbing .,6,two people are rock climbing .
3537400880_8f410d747d.jpg,Young woman jumping on trampoline .,6,young woman jumping on trampoline .
3537452619_3bd79f24e0.jpg,A skateboarder sliding on a rail .,7,skateboarder sliding on rail .
3537474810_cf676b3259.jpg,Man in blue shirt kicks soccer ball .,8,man in blue shirt kicks soccer ball .
3537520829_aab733e16c.jpg,A skateboarder riding a rail .,6,skateboarder riding rail .
3537806062_c50d814aba.jpg,Two dogs play together in the yard .,8,two dogs play together in the yard .
3537920947_6c5a956f47.jpg,a skateboarder grinds a bench .,6,skateboarder grinds bench .
3538021517_b930dc76fc.jpg,Two children playing soccer .,5,two children playing soccer .
3538213870_9856a76b2a.jpg,A girl twirls in a pink dress .,8,girl twirls in pink dress .
3538527033_df13112d51.jpg,three girls dressed up dancing on city street,8,three girls dressed up dancing on city street .
3538686658_30afc75f02.jpg,A biker is racing downhill .,6,biker is racing downhill .
3539767254_c598b8e6c7.jpg,Man in a gondola in a canal .,8,man in gondola in canal .
3539817989_5353062a39.jpg,A man on the street surrounded by cats .,9,man on the street surrounded by cats .
3539840291_1c3eed701d.jpg,Rugby players tackling each other .,6,rugby players tackling each other .
3540155303_08225a4567.jpg,Man doing stunt on bike in a skate park .,10,man doing stunt on bike in skate park .
3540241710_a4f49cde52.jpg,A man skateboards in a warehouse .,7,man skateboards in warehouse .
3540416139_c884f38351.jpg,A dog playing outside in the grass .,8,dog playing outside in the grass .
3540416981_4e74f08cbb.jpg,The white dog is running in the green grass .,10,the white dog is running in the green grass .
3540515072_8c951b738b.jpg,A black dog jumping .,5,black dog jumping .
3540598210_972f0ff573.jpg,A girl outdoors near picnic tables .,7,girl outdoors near picnic tables .
3541141771_67d305c873.jpg,Two children playing on rocks,5,two children playing on rocks .
3541162969_68fa4a60df.jpg,a woman dives into the water .,7,woman dives into the water .
3541474181_489f19fae7.jpg,A man snowboards .,4,man snowboards .
3541483943_9776baee7c.jpg,A skateboarder jumping down the stairs .,7,skateboarder jumping down the stairs .
3541491057_61a49588d9.jpg,Two dogs play in a field .,7,two dogs play in field .
3541915243_956c1aa8ef.jpg,Asian spectators .,3,asian spectators .
3541962817_78bcd3835b.jpg,The horse and rider jump a fence .,8,the horse and rider jump fence .
3542341321_faa2d2d48a.jpg,Two brown dogs barking at each other .,8,two brown dogs barking at each other .
3542418447_7c337360d6.jpg,Two dogs run to catch a yellow soccer ball .,10,two dogs run to catch yellow soccer ball .
3542425197_2ef81c6051.jpg,Two people perform on a stage with electric guitars .,10,two people perform on stage with electric guitars .
3542484764_77d8920ec9.jpg,Man dressed in white playing sports .,7,man dressed in white playing sports .
3542771548_fcb8fa0cba.jpg,A horse jumps over a wooden fence .,8,horse jumps over wooden fence .
3543294190_0037c59607.jpg,A man in a red outfit balances on a bike .,11,man in red outfit balances on bike .
3543378438_47e2712486.jpg,A person playing the piano with a singer nearby .,10,person playing the piano with singer nearby .
3543600125_223747ef4c.jpg,People sitting in building having drinks,6,people sitting in building having drinks .
3544233095_4bca71df1d.jpg,A child alone on a beach holding a pail .,10,child alone on beach holding pail .
3544312930_3a0b8d70c1.jpg,A girl looking away while holding a jacket .,9,girl looking away while holding jacket .
3544483327_830349e7bc.jpg,boy on bike jumping over a sign,7,boy on bike jumping over sign .
3544573946_e03aebbfde.jpg,A young girl in red poses for a camera .,10,young girl in red poses for camera .
3544669026_1b5c0e6316.jpg,A dog catches a ball in the air,8,dog catches ball in the air .
3544673666_ffc7483c96.jpg,The brown dog jumps up to catch the ball .,10,the brown dog jumps up to catch the ball .
3544793763_b38546a5e8.jpg,Two boxers fight in a well-lit ring surrounded by poorly-lit seating .,12,two boxers fight in well-lit ring surrounded by poorly-lit seating .
3544803461_a418ca611e.jpg,Two men box .,4,two men box .
3545427060_c16a8b7dfd.jpg,Children swimming in brown riverwater .,6,children swimming in brown riverwater .
3545586120_283d728a97.jpg,Two boxers fiercely attacking each other .,7,two boxers fiercely attacking each other .
3545652636_0746537307.jpg,A boy soccer player running down the field .,9,boy soccer player running down the field .
3545779287_8f52e06909.jpg,A dog jumps to catch a rope toy .,9,dog jumps to catch rope toy .
3545793128_af3af544dc.jpg,Asian crowd with attractive woman in foreground,7,asian crowd with attractive woman in foreground .
3546027589_253553252a.jpg,The children are talking and playing in the street .,10,the children are talking and playing in the street .
354642192_3b7666a2dd.jpg,A person swims in a pool by a waterfall .,10,person swims in pool by waterfall .
3546474710_903c3c9fd3.jpg,A man plays guitar next to a drummer .,9,man plays guitar next to drummer .
3546720729_38fff1bbd9.jpg,two men play instruments .,5,two men play instruments .
3546891929_f31a99cd0d.jpg,A man in a helmet holding a cellphone .,9,man in helmet holding cellphone .
3547000169_40191e02ca.jpg,Three men seated looking through glass accented by green light,10,three men seated looking through glass accented by green light .
3547313700_39368b9a2f.jpg,two dogs play together .,5,two dogs play together .
3547368652_0d85c665d3.jpg,Kid riding skateboard down the stairs .,7,kid riding skateboard down the stairs .
3547499166_67fb4af4ea.jpg,Three dancers dancing in housekeeping clothes .,7,three dancers dancing in housekeeping clothes .
3547524138_4157f660b0.jpg,People passing water balloons in the street,7,people passing water balloons in the street .
3547600292_6f8aac7f2e.jpg,A black and orange bird in the grass,8,black and orange bird in the grass .
3547647914_4dd56a8c1b.jpg,Group of children in the street .,7,group of children in the street .
3547704737_57d42d5d9d.jpg,A man running .,4,man running .
3548191125_514f47e493.jpg,A little boy in a red outfit is jumping .,10,little boy in red outfit is jumping .
